"","StationaryDistribution","Membership","QuantileSR.10","QuantileSR.25","QuantileSR.35","QuantileSR.45","QuantileSR.50","QuantileSR.65","QuantileSR.75","QuantileSR.85","QuantileSR.95","Name","Exchange","Category.Name","Country"
"ILMN",0.013,1,-0.032,-0.011,-0.002,0.005,0.007,0.018,0.026,0.043,0.072,"Illumina, Inc.","NMS","Biotechnology","USA"
"BMRN",0.012,1,-0.033,-0.018,-0.01,-0.001,0.001,0.012,0.018,0.028,0.05,"BioMarin Pharmaceutical Inc.","NMS","Biotechnology","USA"
"TECH",0.01,1,-0.03,-0.01,-0.004,0.007,0.01,0.02,0.033,0.051,0.072,"Bio-Techne Corporation","NMS","Biotechnology","USA"
"SRPT",0.014,1,-0.023,-0.011,-0.003,0.006,0.01,0.022,0.033,0.048,0.076,"Sarepta Therapeutics, Inc.","NMS","Biotechnology","USA"
"CBM",0.011,1,-0.039,-0.022,-0.013,-0.001,0.003,0.017,0.025,0.046,0.075,"Cambrex Corporation","NYQ","Biotechnology","USA"
"EBS",0.009,1,-0.026,-0.006,-0.001,0.005,0.008,0.016,0.024,0.035,0.064,"Emergent BioSolutions Inc.","NYQ","Biotechnology","USA"
"SPPI",0.009,1,-0.042,-0.022,-0.01,-0.001,0.003,0.013,0.023,0.036,0.074,"Spectrum Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"ANIK",0.01,1,-0.041,-0.018,-0.007,0.005,0.008,0.023,0.031,0.044,0.066,"Anika Therapeutics, Inc.","NMS","Biotechnology","USA"
"CDXS",0.01,1,-0.035,-0.008,0,0.007,0.012,0.02,0.03,0.039,0.058,"Codexis, Inc.","NMS","Biotechnology","USA"
"^NBI",0.03,1,-0.034,-0.016,-0.008,-0.001,0.002,0.013,0.023,0.034,0.064,"-","-","-","-"
"^BTK",0.026,1,-0.031,-0.013,-0.006,0,0.002,0.014,0.024,0.034,0.07,"-","-","-","-"
"TEVA",0.012,2,-0.055,-0.021,-0.014,-0.004,0.003,0.015,0.024,0.032,0.053,"Teva Pharmaceutical Industries Limited","NYQ","Drug Manufacturers - Other","USA"
"TARO",0.01,2,-0.04,-0.017,-0.006,0,0.003,0.012,0.018,0.029,0.067,"Taro Pharmaceutical Industries Ltd.","NYQ","Drug Manufacturers - Other","USA"
"SHPG",0.009,2,-0.045,-0.025,-0.016,-0.006,-0.002,0.011,0.022,0.033,0.075,"Shire plc","NMS","","USA"
"MNK",0.011,2,-0.054,-0.027,-0.017,-0.012,-0.008,0.006,0.021,0.031,0.063,"Mallinckrodt Public Limited Company","NYQ","Drugs - Generic","USA"
"ENDP",0.012,2,-0.042,-0.022,-0.012,-0.003,0.001,0.01,0.021,0.031,0.059,"Endo International plc","NMS","Drug Manufacturers - Other","USA"
"RDY",0.009,2,-0.048,-0.023,-0.015,-0.006,-0.003,0.008,0.016,0.027,0.052,"Dr. Reddy's Laboratories Limited","NYQ","Drug Manufacturers - Other","USA"
"VRX",0.01,2,-0.044,-0.02,-0.011,0.002,0.008,0.02,0.029,0.047,0.072,"Valeant Pharmaceuticals International, Inc.","NYQ","Drug Delivery","USA"
"INCY",0.011,2,-0.047,-0.024,-0.016,-0.008,-0.005,0.007,0.014,0.025,0.063,"Incyte Corporation","NMS","Biotechnology","USA"
"ALNY",0.009,2,-0.039,-0.018,-0.01,-0.002,0.001,0.013,0.02,0.029,0.053,"Alnylam Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"EXEL",0.01,2,-0.032,-0.018,-0.01,-0.002,0,0.011,0.019,0.032,0.062,"Exelixis, Inc.","NMS","Biotechnology","USA"
"SGEN",0.014,2,-0.039,-0.018,-0.01,-0.002,0.001,0.018,0.028,0.04,0.065,"Seattle Genetics, Inc.","NMS","Biotechnology","USA"
"TSRO",0.011,2,-0.048,-0.029,-0.019,-0.013,-0.01,0,0.008,0.016,0.043,"Tesaro, Inc.","NMS","Biotechnology","USA"
"BLUE",0.01,2,-0.033,-0.015,-0.006,-0.001,0.001,0.012,0.02,0.03,0.059,"bluebird bio, Inc.","NMS","Biotechnology","USA"
"ACAD",0.011,2,-0.035,-0.019,-0.012,-0.005,-0.001,0.011,0.021,0.03,0.061,"ACADIA Pharmaceuticals Inc.","NMS","Biotechnology","USA"
"PBYI",0.01,2,-0.033,-0.018,-0.01,-0.004,-0.001,0.012,0.018,0.032,0.052,"Puma Biotechnology, Inc.","NMS","Biotechnology","USA"
"CLVS",0.01,2,-0.06,-0.03,-0.022,-0.01,-0.006,0.007,0.016,0.026,0.051,"Clovis Oncology, Inc.","NMS","Biotechnology","USA"
"OPK",0.011,2,-0.036,-0.018,-0.012,-0.006,-0.004,0.005,0.013,0.022,0.04,"Opko Health, Inc.","NMS","Biotechnology","USA"
"PTLA",0.009,2,-0.043,-0.021,-0.015,-0.006,-0.002,0.01,0.016,0.027,0.063,"Portola Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"NKTR",0.011,2,-0.04,-0.015,-0.003,0.003,0.007,0.019,0.034,0.047,0.092,"Nektar Therapeutics","NMS","Biotechnology","USA"
"AGIO",0.012,2,-0.038,-0.014,-0.004,0.004,0.007,0.018,0.024,0.037,0.061,"Agios Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"CBPO",0.008,2,-0.032,-0.019,-0.015,-0.009,-0.006,0.007,0.016,0.026,0.051,"China Biologic Products Holdings, Inc.","NMS","Biotechnology","USA"
"PRTA",0.01,2,-0.047,-0.024,-0.015,-0.006,0,0.016,0.026,0.036,0.071,"Prothena Corporation plc","NMS","Biotechnology","USA"
"ICPT",0.012,2,-0.035,-0.018,-0.009,-0.001,0.002,0.014,0.022,0.033,0.062,"Intercept Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"HALO",0.009,2,-0.032,-0.014,-0.005,0.003,0.006,0.014,0.023,0.035,0.048,"Halozyme Therapeutics, Inc.","NMS","Biotechnology","USA"
"XON",0.011,2,-0.046,-0.022,-0.016,-0.01,-0.007,0.005,0.015,0.023,0.057,"Intrexon Corporation","NYQ","Biotechnology","USA"
"RARE",0.015,2,-0.053,-0.021,-0.011,-0.001,0.003,0.014,0.021,0.036,0.064,"Ultragenyx Pharmaceutical Inc.","NMS","Biotechnology","USA"
"INSM",0.01,2,-0.035,-0.019,-0.015,-0.008,-0.004,0.008,0.018,0.03,0.058,"Insmed Incorporated","NMS","Biotechnology","USA"
"RGEN",0.011,2,-0.026,-0.007,-0.001,0.005,0.007,0.019,0.027,0.039,0.059,"Repligen Corporation","NMS","Biotechnology","USA"
"EPZM",0.01,2,-0.045,-0.026,-0.018,-0.01,-0.005,0.011,0.021,0.037,0.073,"Epizyme, Inc.","NMS","Biotechnology","USA"
"LXRX",0.012,2,-0.041,-0.024,-0.015,-0.009,-0.006,0.007,0.014,0.027,0.048,"Lexicon Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"GBT",0.008,2,-0.032,-0.015,-0.008,-0.001,0.002,0.011,0.018,0.026,0.04,"Global Blood Therapeutics Inc.","NMS","Biotechnology","USA"
"SGMO",0.012,2,-0.036,-0.016,-0.009,0,0.003,0.012,0.023,0.032,0.059,"Sangamo Therapeutics, Inc.","NMS","Biotechnology","USA"
"ACOR",0.009,2,-0.025,-0.008,-0.001,0.005,0.008,0.018,0.025,0.036,0.051,"Acorda Therapeutics, Inc.","NMS","Biotechnology","USA"
"FPRX",0.009,2,-0.036,-0.017,-0.01,-0.005,-0.002,0.007,0.015,0.026,0.045,"Five Prime Therapeutics, Inc.","NMS","Biotechnology","USA"
"ARNA",0.008,2,-0.032,-0.007,0.004,0.009,0.012,0.022,0.033,0.047,0.075,"Arena Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"ITCI",0.01,2,-0.048,-0.025,-0.017,-0.008,-0.003,0.012,0.02,0.03,0.065,"Intra-Cellular Therapies, Inc.","NMS","Biotechnology","USA"
"ENTA",0.009,2,-0.021,-0.008,0.004,0.009,0.012,0.024,0.036,0.058,0.086,"Enanta Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"PTCT",0.009,2,-0.032,-0.015,-0.005,0.002,0.006,0.021,0.03,0.04,0.061,"PTC Therapeutics, Inc.","NMS","Biotechnology","USA"
"CYTK",0.011,2,-0.051,-0.016,-0.008,-0.001,0.004,0.013,0.022,0.034,0.062,"Cytokinetics, Incorporated","NMS","Biotechnology","USA"
"IMGN",0.009,2,-0.034,-0.015,-0.008,0.001,0.004,0.013,0.021,0.027,0.059,"ImmunoGen, Inc.","NMS","Biotechnology","USA"
"MGNX",0.01,2,-0.036,-0.018,-0.011,-0.005,-0.001,0.011,0.018,0.029,0.058,"MacroGenics, Inc.","NMS","Biotechnology","USA"
"PACB",0.01,2,-0.051,-0.024,-0.015,-0.007,-0.003,0.01,0.019,0.032,0.062,"Pacific Biosciences of California, Inc.","NMS","Biotechnology","USA"
"INO",0.012,2,-0.043,-0.024,-0.016,-0.009,-0.006,0.008,0.013,0.021,0.039,"Inovio Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"BCRX",0.008,2,-0.04,-0.017,-0.009,-0.003,0,0.01,0.017,0.024,0.047,"BioCryst Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"PGNX",0.012,2,-0.035,-0.019,-0.01,-0.002,0.002,0.016,0.022,0.037,0.065,"Progenics Pharmaceuticals, Inc.","NMS","Biotechnology","USA"
"SVA",0.009,2,-0.035,-0.016,-0.008,0,0.003,0.015,0.026,0.038,0.066,"Sinovac Biotech Ltd.","NMS","Biotechnology","USA"
"ABUS",0.01,2,-0.05,-0.012,-0.001,0.007,0.009,0.017,0.023,0.037,0.062,"Arbutus Biopharma Corporation","NMS","Biotechnology","USA"
"CCXI",0.008,2,-0.041,-0.019,-0.009,-0.002,0.001,0.014,0.023,0.032,0.057,"ChemoCentryx, Inc.","NMS","Biotechnology","USA"
"QURE",0.008,2,-0.026,-0.007,0.002,0.008,0.011,0.021,0.027,0.036,0.063,"uniQure N.V.","NMS","Biotechnology","USA"
