"","StationaryDistribution","GOP","Membership","QuantileDR.10","QuantileDR.25","QuantileDR.35","QuantileDR.45","QuantileDR.50","QuantileDR.65","QuantileDR.75","QuantileDR.85","QuantileDR.95","Ticker","Name"
"SX7PEX.SW",0.001,0.004,2,-0.016,-0.005,0,0,0,0,0,0.004,0.019,"SX7PEX.SW","iShares (DE) I - iShares STOXX Europe 600 Banks UCITS ETF (DE)"
"DJSC.L",0.003,0.011,2,-0.009,-0.006,-0.003,0,0,0.004,0.005,0.008,0.01,"DJSC.L","iShares Public Limited Company - iShares EURO STOXX Small UCITS ETF"
"EUN.L",0.004,0.011,2,-0.009,-0.003,-0.001,0,0,0.002,0.004,0.007,0.011,"EUN.L","iShares II Public Limited Company - iShares STOXX Europe 50 UCITS ETF"
"CSSX5E.SW",0.003,0.01,2,-0.01,-0.005,-0.003,0,0,0.003,0.005,0.007,0.01,"CSSX5E.SW","iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF"
"S7XP.L",0.002,0.008,2,-0.018,-0.009,-0.004,-0.002,0,0.005,0.008,0.011,0.016,"S7XP.L","Source Markets plc - Source EURO STOXX Optimised Banks UCITS ETF"
"X7PP.L",0.001,0.005,2,-0.033,-0.005,-0.005,-0.004,-0.003,0,0.004,0.021,0.065,"X7PP.L","Source Markets plc - Source STOXX Europe 600 Optimised Banks UCITS ETF"
"SX7EEX.SW",0.001,0.006,2,-0.017,-0.011,-0.007,-0.002,-0.001,0.001,0.008,0.01,0.02,"SX7EEX.SW","iShares EURO STOXX Banks 30-15 UCITS ETF (DE)"
"XD5F.L",0.001,0.003,2,-0.005,0,0,0,0,0,0,0.004,0.012,"XD5F.L","db x-trackers - EURO STOXX 50 ex Financials UCITS ETF (DR)"
"S7XE.SW",0.001,0.003,2,-0.003,0,0,0,0,0,0,0,0.01,"S7XE.SW","Source Markets plc - Source EURO STOXX Optimised Banks UCITS ETF"
"SXPIEX.SW",0.001,0.006,2,-0.011,-0.003,-0.001,0,0,0.002,0.004,0.007,0.01,"SXPIEX.SW","iShares STOXX Europe 600 UCITS ETF (DE)"
"SX5E.SW",0.002,0.007,2,-0.008,-0.003,0,0,0,0.003,0.004,0.005,0.011,"SX5E.SW","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"SX5S.L",0.001,0.004,2,-0.009,-0.002,0,0,0,0,0.002,0.006,0.013,"SX5S.L","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"EXSA.F",0.018,0.057,3,-0.009,-0.003,-0.002,0,0,0.003,0.004,0.006,0.009,"EXSA.F","iShares STOXX Europe 600 UCITS ETF (DE)"
"EXV2.F",0.002,0.007,3,-0.011,-0.006,-0.004,-0.001,0,0.001,0.003,0.006,0.011,"EXV2.F","iShares (DE) I - iShares STOXX Europe 600 Telecommunications UCITS ETF (DE)"
"EL4Y.DE",0.001,0.006,3,-0.008,-0.002,0,0,0,0.001,0.003,0.005,0.009,"EL4Y.DE","Deka STOXX Europe 50 UCITS ETF"
"EXSH.F",0.003,0.012,3,-0.007,-0.004,-0.002,-0.001,0,0.002,0.004,0.005,0.008,"EXSH.F","iShares STOXX Europe Select Dividend 30 UCITS ETF (DE)"
"DXSP.F",0.019,0.051,3,-0.007,-0.004,-0.002,-0.001,-0.001,0.001,0.003,0.006,0.013,"DXSP.F","db x-trackers - EURO STOXX 50 Short Daily UCITS ETF"
"C053.F",0.027,0.076,3,-0.02,-0.007,-0.003,0,0.001,0.005,0.009,0.013,0.019,"C053.F","ComStage - EURO STOXX 50 Daily Leverage UCITS ETF"
"C072.F",0.002,0.008,3,-0.015,-0.006,-0.003,-0.001,0,0.004,0.008,0.01,0.016,"C072.F","ComStage - STOXX Europe 600 Oil & Gas NR UCITS ETF"
"XD5F.F",0.02,0.061,3,-0.011,-0.003,-0.001,0,0.001,0.003,0.005,0.006,0.009,"XD5F.F","db x-trackers - EURO STOXX 50 ex Financials UCITS ETF (DR)"
"ETSZ.F",0.008,0.024,3,-0.009,-0.002,-0.001,0,0,0.002,0.003,0.005,0.009,"ETSZ.F","Easy ETF - BNP Paribas Easy STOXX Europe 600 UCITS ETF"
"C069.F",0.01,0.035,3,-0.01,-0.003,-0.001,0.001,0.001,0.003,0.005,0.006,0.01,"C069.F","ComStage - STOXX Europe 600 Industrial Goods & Services NR UCITS ETF"
"EXSE.F",0.009,0.03,3,-0.009,-0.003,-0.002,0,0,0.003,0.005,0.005,0.009,"EXSE.F","iShares STOXX Europe Small 200 UCITS ETF (DE)"
"EL4B.F",0.013,0.037,3,-0.01,-0.004,-0.002,0,0,0.002,0.004,0.006,0.009,"EL4B.F","Deka EURO STOXX 50 UCITS ETF"
"C060.F",0.01,0.035,3,-0.009,-0.002,-0.002,0,0,0.003,0.004,0.006,0.009,"C060.F","ComStage - STOXX Europe 600 NR UCITS ETF"
"EXH4.F",0.009,0.031,3,-0.01,-0.002,-0.001,0.001,0.001,0.003,0.005,0.007,0.011,"EXH4.F","iShares (DE) I - iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE)"
"SXRT.F",0.03,0.084,3,-0.01,-0.003,-0.001,0,0.001,0.002,0.004,0.006,0.01,"SXRT.F","iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF"
"C077.F",0.002,0.007,3,-0.011,-0.006,-0.003,-0.002,-0.001,0.001,0.003,0.005,0.011,"C077.F","ComStage - STOXX Europe 600 Telecommunications NR UCITS ETF"
"SC0G.F",0.014,0.046,3,-0.008,-0.002,-0.001,0,0.001,0.002,0.004,0.006,0.009,"SC0G.F","Source Markets plc - Source STOXX Europe Mid 200 UCITS ETF"
"EUHD.PA",0.004,0.016,3,-0.008,-0.003,-0.002,-0.001,0,0.002,0.003,0.004,0.009,"EUHD.PA","PowerShares Global Funds Ireland plc - PowerShares EURO STOXX High Dividend Low Volatility UCITS ETF"
"EXSC.F",0.015,0.048,3,-0.009,-0.003,-0.002,0,0.001,0.002,0.004,0.006,0.008,"EXSC.F","iShares STOXX Europe Large 200 UCITS ETF (DE)"
"EXV8.F",0.009,0.029,3,-0.011,-0.004,-0.001,0,0.001,0.003,0.005,0.006,0.008,"EXV8.F","iShares (DE) I - iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE)"
"C052.F",0.019,0.052,3,-0.007,-0.004,-0.002,-0.001,-0.001,0.001,0.004,0.006,0.014,"C052.F","ComStage - EURO STOXX 50 Daily Short GR UCITS ETF"
"EL4E.F",0.002,0.01,3,-0.007,-0.004,-0.001,0.001,0.001,0.003,0.005,0.006,0.011,"EL4E.F","Deka STOXX Europe Strong Style Composite 40 UCITS ETF"
"ELFA.F",0.032,0.091,3,-0.011,-0.004,-0.001,0,0.001,0.002,0.004,0.006,0.009,"ELFA.F","Deka EURO STOXX 50 UCITS ETF"
"EXSD.F",0.015,0.045,3,-0.008,-0.003,-0.001,0,0.001,0.002,0.004,0.005,0.008,"EXSD.F","iShares STOXX Europe Mid 200 UCITS ETF (DE)"
"ZPRL.F",0.01,0.036,3,-0.007,-0.002,-0.001,0.001,0.001,0.002,0.003,0.005,0.008,"ZPRL.F","SSgA SPDR ETFs Europe II Public Limited Company - SPDR EURO STOXX Low Volatility UCITS ETF"
"C065.F",0.01,0.032,3,-0.011,-0.004,-0.001,0,0.001,0.004,0.005,0.006,0.008,"C065.F","ComStage - STOXX Europe 600 Construction & Materials NR UCITS ETF"
"EXH2.F",0.004,0.013,3,-0.01,-0.004,-0.002,0,0.001,0.003,0.005,0.007,0.009,"EXH2.F","iShares (DE) I - iShares STOXX Europe 600 Financial Services UCITS ETF (DE)"
"AE50.F",0.011,0.035,3,-0.009,-0.003,-0.002,0,0.001,0.002,0.004,0.006,0.01,"AE50.F","Amundi ETF STOXX Europe 50 UCITS ETF"
"IUSR.F",0.024,0.072,3,-0.01,-0.003,-0.001,0.001,0.001,0.003,0.005,0.007,0.008,"IUSR.F","iShares II Public Limited Company - iShares EURO STOXX 50 ex-Financials UCITS ETF"
"EXH1.F",0.002,0.007,3,-0.014,-0.006,-0.002,0,0.001,0.005,0.008,0.01,0.016,"EXH1.F","iShares (DE) I - iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE)"
"EXV3.F",0.004,0.012,3,-0.013,-0.004,-0.003,0,0.002,0.005,0.007,0.011,0.014,"EXV3.F","iShares (DE) I - iShares STOXX Europe 600 Technology UCITS ETF (DE)"
"EL4D.F",0.002,0.008,3,-0.009,-0.003,-0.002,-0.001,0,0.002,0.003,0.005,0.009,"EL4D.F","Deka STOXX Europe Strong Value 20 UCITS ETF"
"EL4G.F",0.003,0.012,3,-0.008,-0.004,-0.002,-0.001,0,0.002,0.003,0.005,0.008,"EL4G.F","Deka EURO STOXX Select Dividend 30 UCITS ETF"
"EL4C.F",0.002,0.007,3,-0.009,-0.002,0,0.001,0.002,0.005,0.006,0.008,0.012,"EL4C.F","Deka STOXX Europe Strong Growth 20 UCITS ETF"
"SC0F.F",0.008,0.025,3,-0.009,-0.003,-0.002,0,0.001,0.003,0.005,0.006,0.009,"SC0F.F","Source Markets plc - Source STOXX Europe Small 200 UCITS ETF"
"C076.F",0.004,0.014,3,-0.013,-0.006,-0.003,0,0.001,0.004,0.007,0.01,0.015,"C076.F","ComStage - STOXX Europe 600 Technology NR UCITS ETF"
"C066.F",0.005,0.017,3,-0.01,-0.005,-0.001,0,0.001,0.003,0.005,0.007,0.009,"C066.F","ComStage - STOXX Europe 600 Financial Services NR UCITS ETF"
"EL4Y.F",0.006,0.02,3,-0.009,-0.003,-0.001,0,0,0.002,0.003,0.005,0.007,"EL4Y.F","Deka STOXX Europe 50 UCITS ETF"
"EXSI.F",0.013,0.044,3,-0.01,-0.004,-0.002,0,0.001,0.002,0.004,0.006,0.01,"EXSI.F","iShares EURO STOXX UCITS ETF (DE)"
"ISPA.F",0.002,0.008,3,-0.006,-0.003,-0.002,0,0,0.002,0.003,0.004,0.007,"ISPA.F","iShares (DE) I - iShares STOXX Global Select Dividend 100 UCITS ETF (DE)"
"C051.F",0.006,0.023,3,-0.011,-0.004,-0.002,0,0,0.002,0.003,0.005,0.009,"C051.F","ComStage - EURO STOXX Select Dividend 30 NR UCITS ETF"
"C070.F",0.004,0.015,3,-0.008,-0.004,-0.003,-0.001,0,0.003,0.004,0.007,0.01,"C070.F","ComStage - STOXX Europe 600 Insurance NR UCITS ETF"
"C050.F",0.02,0.065,3,-0.011,-0.004,-0.001,0,0.001,0.003,0.004,0.006,0.01,"C050.F","ComStage - EURO STOXX 50 NR UCITS ETF"
"EHDV.F",0.004,0.015,3,-0.008,-0.003,-0.002,-0.001,0,0.002,0.003,0.005,0.009,"EHDV.F","PowerShares Global Funds Ireland plc - PowerShares EURO STOXX High Dividend Low Volatility UCITS ETF"
"^SPEUP",0.001,0.006,4,-0.009,-0.003,-0.001,0,0.001,0.003,0.004,0.006,0.008,"-","-"
"CSX5.AS",0.025,0.061,4,-0.011,-0.005,-0.002,0,0,0.002,0.004,0.006,0.009,"CSX5.AS","iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF"
"EL4C.DE",0.002,0.007,4,-0.01,-0.003,-0.001,0.002,0.002,0.005,0.007,0.009,0.013,"EL4C.DE","Deka STOXX Europe Strong Growth 20 UCITS ETF"
"C5E.PA",0.01,0.027,4,-0.008,-0.004,-0.002,0,0.001,0.002,0.004,0.006,0.009,"C5E.PA","Amundi ETF STOXX Europe 50 UCITS ETF"
"C077.DE",0.001,0.004,4,-0.011,-0.002,0,0,0,0,0,0.001,0.01,"C077.DE","ComStage - STOXX Europe 600 Telecommunications NR UCITS ETF"
"SC02.DE",0,0.002,4,0,0,0,0,0,0,0,0,0.005,"SC02.DE","Source Markets plc - Source STOXX Europe 600 Optimised Financial Services UCITS ETF"
"SC0V.DE",0.001,0.006,4,-0.011,-0.004,0,0,0,0.002,0.006,0.009,0.016,"SC0V.DE","Source Markets plc - Source STOXX Europe 600 Optimised Oil & Gas UCITS ETF"
"SC0Z.DE",0.001,0.003,4,-0.005,0,0,0,0,0,0,0,0.005,"SC0Z.DE","Source Markets plc - Source STOXX Europe 600 Optimised Utilities UCITS ETF"
"ELFA.DE",0.002,0.006,4,-0.008,-0.003,0,0,0,0.001,0.003,0.006,0.011,"ELFA.DE","Deka EURO STOXX 50 (thes.) UCITS ETF"
"C069.DE",0.001,0.005,4,-0.01,0,0,0,0,0,0.002,0.006,0.01,"C069.DE","ComStage - STOXX Europe 600 Industrial Goods & Services NR UCITS ETF"
"EL4D.DE",0.002,0.007,4,-0.009,-0.003,0,0,0,0.001,0.003,0.005,0.009,"EL4D.DE","Deka STOXX Europe Strong Value 20 UCITS ETF"
"ISPA.DE",0.002,0.009,4,-0.006,-0.003,-0.002,-0.001,0,0.002,0.003,0.005,0.007,"ISPA.DE","iShares (DE) I - iShares STOXX Global Select Dividend 100 UCITS ETF (DE)"
"EL4B.DE",0.014,0.037,4,-0.011,-0.005,-0.002,0,0,0.003,0.004,0.006,0.01,"EL4B.DE","Deka EURO STOXX 50 UCITS ETF"
"SC0D.DE",0.027,0.067,4,-0.011,-0.004,-0.001,0,0,0.003,0.005,0.007,0.01,"SC0D.DE","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"SC0R.DE",0.001,0.004,4,-0.008,0,0,0,0,0,0,0.003,0.01,"SC0R.DE","Source Markets plc - Source STOXX Europe 600 Optimised Travel & Leisure UCITS ETF"
"C050.DE",0.019,0.055,4,-0.011,-0.005,-0.002,0,0,0.003,0.004,0.007,0.009,"C050.DE","ComStage - EURO STOXX 50 NR UCITS ETF"
"C063.DE",0.002,0.009,4,-0.017,-0.01,-0.006,-0.003,-0.001,0.003,0.007,0.014,0.019,"C063.DE","ComStage - STOXX Europe 600 Basic Resources NR UCITS ETF"
"DXSP.DE",0.031,0.077,4,-0.008,-0.005,-0.003,-0.001,0,0.001,0.004,0.008,0.013,"DXSP.DE","db x-trackers - EURO STOXX 50 Short Daily UCITS ETF"
"C066.DE",0.004,0.016,4,-0.01,-0.004,-0.001,0,0,0.002,0.006,0.007,0.009,"C066.DE","ComStage - STOXX Europe 600 Financial Services NR UCITS ETF"
"SC00.DE",0.001,0.005,4,-0.008,-0.001,0,0,0,0,0,0.006,0.014,"SC00.DE","Source Markets plc - Source STOXX Europe 600 Optimised Chemicals UCITS ETF"
"EXSE.DE",0.005,0.018,4,-0.009,-0.004,-0.002,0,0,0.003,0.005,0.008,0.01,"EXSE.DE","iShares STOXX Europe Small 200 UCITS ETF (DE)"
"C067.DE",0.002,0.011,4,-0.007,-0.002,-0.001,0,0,0.002,0.004,0.006,0.008,"C067.DE","ComStage - STOXX Europe 600 Food & Beverage NR UCITS ETF"
"EUHD.SW",0,0.001,4,-0.01,0,0,0,0,0,0,0,0,"EUHD.SW","PowerShares Global Funds Ireland plc - PowerShares EURO STOXX High Dividend Low Volatility UCITS ETF"
"C078.DE",0.001,0.007,4,-0.009,-0.002,0,0,0,0.001,0.003,0.007,0.013,"C078.DE","ComStage - STOXX Europe 600 Travel & Leisure NR UCITS ETF"
"SXDPEX.SW",0,0.002,4,0,0,0,0,0,0,0,0,0.015,"SXDPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Health Care UCITS ETF (DE)"
"IQQM.F",0.004,0.014,4,-0.008,-0.003,-0.002,0,0,0.003,0.004,0.006,0.008,"IQQM.F","iShares Public Limited Company - iShares EURO STOXX Mid UCITS ETF"
"EL4G.DE",0.004,0.013,4,-0.008,-0.004,-0.002,0,0,0.001,0.004,0.005,0.009,"EL4G.DE","Deka EURO STOXX Select Dividend 30 UCITS ETF"
"X7PS.SW",0.001,0.003,4,-0.003,0,0,0,0,0,0,0,0.008,"X7PS.SW","Source Markets plc - Source STOXX Europe 600 Optimised Banks UCITS ETF"
"C061.DE",0.001,0.005,4,-0.018,-0.008,-0.004,-0.001,0,0.002,0.005,0.008,0.016,"C061.DE","ComStage - STOXX Europe 600 Automobiles & Parts NR UCITS ETF"
"SC0G.DE",0.001,0.004,4,-0.004,0,0,0,0,0,0.001,0.004,0.007,"SC0G.DE","Source Markets plc - Source STOXX Europe Mid 200 UCITS ETF"
"C072.DE",0.002,0.008,4,-0.014,-0.006,-0.003,0,0,0.002,0.007,0.01,0.015,"C072.DE","ComStage - STOXX Europe 600 Oil & Gas NR UCITS ETF"
"SC0Y.DE",0,0.002,4,-0.002,0,0,0,0,0,0,0.001,0.007,"SC0Y.DE","Source Markets plc - Source STOXX Europe 600 Optimised Insurance UCITS ETF"
"C076.DE",0.003,0.01,4,-0.013,-0.006,-0.002,0,0.001,0.005,0.006,0.009,0.016,"C076.DE","ComStage - STOXX Europe 600 Technology NR UCITS ETF"
"EL4E.DE",0.002,0.008,4,-0.007,-0.001,0,0,0.001,0.003,0.005,0.006,0.009,"EL4E.DE","Deka STOXX Europe Strong Style Composite 40 UCITS ETF"
"EXSH.DE",0.003,0.011,4,-0.007,-0.004,-0.002,-0.001,0,0.002,0.004,0.005,0.008,"EXSH.DE","iShares STOXX Europe Select Dividend 30 UCITS ETF (DE)"
"C062.DE",0.002,0.007,4,-0.013,-0.006,-0.002,0,0,0.002,0.003,0.006,0.011,"C062.DE","ComStage - STOXX Europe 600 Banks NR UCITS ETF"
"C065.DE",0.002,0.007,4,-0.008,-0.003,0,0,0,0,0.002,0.005,0.01,"C065.DE","ComStage - STOXX Europe 600 Construction & Materials NR UCITS ETF"
"C073.DE",0.002,0.008,4,-0.009,-0.002,0,0,0,0.001,0.005,0.007,0.01,"C073.DE","ComStage - STOXX Europe 600 Personal & Household Goods NR UCITS ETF"
"EXI5.DE",0.001,0.007,4,-0.006,-0.003,-0.002,-0.001,0,0.002,0.003,0.006,0.009,"EXI5.DE","iShares (DE) I - iShares STOXX Europe 600 Real Estate UCITS ETF (DE)"
"C075.DE",0.001,0.004,4,-0.007,0,0,0,0,0,0,0.004,0.014,"C075.DE","ComStage - STOXX Europe 600 Retail NR UCITS ETF"
"IQQS.F",0.004,0.014,4,-0.009,-0.004,-0.002,0,0.001,0.002,0.004,0.006,0.009,"IQQS.F","iShares Public Limited Company - iShares EURO STOXX Small UCITS ETF"
"C054.SG",0.003,0.014,4,-0.01,-0.003,-0.001,0,0.001,0.002,0.003,0.004,0.008,"C054.SG","ComStage - FR EURO STOXX 50 UCITS ETF"
"SC0U.DE",0.002,0.007,4,-0.014,-0.006,-0.004,0,0,0.001,0.004,0.007,0.012,"SC0U.DE","Source Markets plc - Source STOXX Europe 600 Optimised Banks UCITS ETF"
"C070.DE",0.003,0.013,4,-0.009,-0.002,0,0,0,0.002,0.003,0.005,0.008,"C070.DE","ComStage - STOXX Europe 600 Insurance NR UCITS ETF"
"SC0C.DE",0.02,0.057,4,-0.009,-0.003,-0.002,0,0.001,0.003,0.005,0.006,0.009,"SC0C.DE","Source Markets plc - Source STOXX Europe 600 UCITS ETF"
"SC0T.DE",0.001,0.005,4,-0.007,-0.002,0,0,0,0.002,0.005,0.007,0.011,"SC0T.DE","Source Markets plc - Source STOXX Europe 600 Optimised Health Care UCITS ETF"
"C071.DE",0.001,0.004,4,-0.007,-0.001,0,0,0,0,0.001,0.007,0.012,"C071.DE","ComStage - STOXX Europe 600 Media NR UCITS ETF"
"SC05.DE",0,0.002,4,0,0,0,0,0,0,0,0,0.01,"SC05.DE","Source Markets plc - Source STOXX Europe 600 Optimised Retail UCITS ETF"
"C060.DE",0.018,0.053,4,-0.008,-0.003,-0.002,0,0,0.002,0.004,0.006,0.008,"C060.DE","ComStage - STOXX Europe 600 NR UCITS ETF"
"C064.DE",0.001,0.005,4,-0.011,0,0,0,0,0.002,0.004,0.007,0.012,"C064.DE","ComStage - STOXX Europe 600 Chemicals NR UCITS ETF"
"EXSD.DE",0.005,0.017,4,-0.008,-0.003,-0.001,0,0.001,0.003,0.005,0.007,0.01,"EXSD.DE","iShares STOXX Europe Mid 200 UCITS ETF (DE)"
"IQQS.DE",0.007,0.021,4,-0.008,-0.005,-0.002,-0.001,0,0.003,0.004,0.006,0.008,"IQQS.DE","iShares Public Limited Company - iShares EURO STOXX Small UCITS ETF"
"SC0W.DE",0.001,0.005,4,-0.014,-0.009,-0.004,0,0,0.001,0.007,0.012,0.021,"SC0W.DE","Source Markets plc - Source STOXX Europe 600 Optimised Basic Resources UCITS ETF"
"EXSI.DE",0.018,0.047,4,-0.009,-0.004,-0.002,0,0,0.002,0.004,0.007,0.009,"EXSI.DE","iShares EURO STOXX UCITS ETF (DE)"
"IQQM.DE",0.007,0.021,4,-0.009,-0.004,-0.001,0,0.001,0.003,0.004,0.006,0.008,"IQQM.DE","iShares Public Limited Company - iShares EURO STOXX Mid UCITS ETF"
"EXSC.DE",0.005,0.016,4,-0.008,-0.003,-0.001,0,0,0.002,0.003,0.006,0.008,"EXSC.DE","iShares STOXX Europe Large 200 UCITS ETF (DE)"
"SC06.DE",0.001,0.002,4,0,0,0,0,0,0,0,0,0.01,"SC06.DE","Source Markets plc - Source STOXX Europe 600 Optimised Media UCITS ETF"
"C067.F",0.002,0.008,5,-0.007,-0.003,-0.001,0,0,0.002,0.005,0.006,0.009,"C067.F","ComStage - STOXX Europe 600 Food & Beverage NR UCITS ETF"
"C068.DE",0.002,0.007,5,-0.009,-0.003,-0.002,0,0.001,0.003,0.004,0.007,0.01,"C068.DE","ComStage - STOXX Europe 600 Health Care NR UCITS ETF"
"C078.F",0.002,0.007,5,-0.009,-0.003,-0.002,0,0,0.003,0.004,0.006,0.011,"C078.F","ComStage - STOXX Europe 600 Travel & Leisure NR UCITS ETF"
"C073.F",0.003,0.01,5,-0.009,-0.004,-0.001,0,0.001,0.003,0.004,0.007,0.011,"C073.F","ComStage - STOXX Europe 600 Personal & Household Goods NR UCITS ETF"
"C068.F",0.003,0.009,5,-0.008,-0.003,-0.001,0,0.001,0.003,0.004,0.006,0.011,"C068.F","ComStage - STOXX Europe 600 Health Care NR UCITS ETF"
"EXH8.F",0.002,0.007,5,-0.01,-0.005,-0.003,0,0.001,0.003,0.005,0.009,0.011,"EXH8.F","iShares (DE) I - iShares STOXX Europe 600 Retail UCITS ETF (DE)"
"C074.F",0.001,0.006,5,-0.008,-0.004,-0.002,0,0,0.002,0.004,0.006,0.01,"C074.F","ComStage - STOXX Europe 600 Real Estate NR UCITS ETF"
"EXH7.F",0.002,0.008,5,-0.009,-0.004,-0.002,0,0.001,0.003,0.004,0.007,0.011,"EXH7.F","iShares (DE) I - iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE)"
"C075.F",0.002,0.007,5,-0.01,-0.004,-0.003,-0.001,0,0.002,0.005,0.008,0.013,"C075.F","ComStage - STOXX Europe 600 Retail NR UCITS ETF"
"CB1E50.SW",0,0,5,0,0,0,0,0,0,0,0,0,"CB1E50.SW","ComStage 1 - EURO STOXX 50 UCITS ETF"
"EXV4.F",0.003,0.009,5,-0.009,-0.003,-0.001,0,0.001,0.003,0.004,0.006,0.012,"EXV4.F","iShares (DE) I - iShares STOXX Europe 600 Health Care UCITS ETF (DE)"
"EXV9.F",0.002,0.006,5,-0.008,-0.005,-0.002,0,0,0.003,0.004,0.006,0.01,"EXV9.F","iShares (DE) I - iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE)"
